id,name,credits,college,prereqs,subject,department
POL S 117,Social Movement Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 118,Comparative Ethnic Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 119,Ethical Issues in International Relations,4,College of Letters and Science,,POL S,Political Sci
POL S 119AA,Ethical Issues in International Relations,4,College of Letters and Science,,POL S,Political Sci
POL S 119DJ,Ethical Issues in International Relations: Distributive Justice,4,College of Letters and Science,,POL S,Political Sci
POL S 119HR,Ethical Issues in International Relations: Human Rights,4,College of Letters and Science,,POL S,Political Sci
POL S 119JW,Ethical Issues in International Relations: Just War,4,College of Letters and Science,,POL S,Political Sci
POL S 12,American Government and Politics,5,College of Letters and Science,,POL S,Political Sci
POL S 120,Negotiation in Theory and Practice,4,College of Letters and Science,,POL S,Political Sci
POL S 121,International Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 123,The Politics of International Monetary Relations,4,College of Letters and Science,POL S 7,POL S,Political Sci
POL S 124,International Organizations,4,College of Letters and Science,,POL S,Political Sci
POL S 126,International Security,4,College of Letters and Science,,POL S,Political Sci
POL S 127,American Foreign Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 128,Russian Foreign Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 130,Politics of South Asia,4,College of Letters and Science,,POL S,Political Sci
POL S 131,Foreign Relations Between China and the United States,4,College of Letters and Science,,POL S,Political Sci
POL S 132,Politics of the Poor,4,College of Letters and Science,,POL S,Political Sci
POL S 133,Military Politics,4,College of Letters and Science,"| POL S 6, POL S 7",POL S,Political Sci
POL S 134,Relations Between the United States and Mexico,4,College of Letters and Science,,POL S,Political Sci
POL S 135,Government and Politics of Japan,4,College of Letters and Science,,POL S,Political Sci
POL S 137,Politics of Economic Development,4,College of Letters and Science,,POL S,Political Sci
POL S 138,Select Topics in Comparative Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 139,Gender Rights in World Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 140,Water Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 141,Civil War,4,College of Letters and Science,,POL S,Political Sci
POL S 142,Foreign Policy Decision Making,4,College of Letters and Science,,POL S,Political Sci
POL S 143,Russian Domestic Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 145,The European Union,4,College of Letters and Science,,POL S,Political Sci
POL S 146,Globalization and Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 147,POLITICS IN DEVELOPING COUNTRIES,4,College of Letters and Science,,POL S,Political Sci
POL S 148,Latin American Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 149,Israeli Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 15,Introduction to Research in Political Science,5,College of Letters and Science,,POL S,Political Sci
POL S 150A,Politics of the Middle East and North Africa,4,College of Letters and Science,"| POL S 6, POL S 7",POL S,Political Sci
POL S 151,Voting and Elections,4,College of Letters and Science,,POL S,Political Sci
POL S 152,American Political Parties,4,College of Letters and Science,,POL S,Political Sci
POL S 153,Political Interest Groups,4,College of Letters and Science,,POL S,Political Sci
POL S 154,Public Opinion,4,College of Letters and Science,,POL S,Political Sci
POL S 155,Congress Simulation,4,College of Letters and Science,,POL S,Political Sci
POL S 155L,Congress Simulation Lab,2,College of Letters and Science,,POL S,Political Sci
POL S 157,The American Presidency,4,College of Letters and Science,,POL S,Political Sci
POL S 160,Asian American Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 161,U. S. Minority Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 162,Urban Government and Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 165,Criminal Justice,4,College of Letters and Science,,POL S,Political Sci
POL S 166,US Immigration Politics and Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 170,Public Policy Analysis,4,College of Letters and Science,,POL S,Political Sci
POL S 172,Political Communication in the U.S.,4,College of Letters and Science,,POL S,Political Sci
POL S 173,Media and Politics in Comparative and Historical Perspective,4,College of Letters and Science,,POL S,Political Sci
POL S 175,Politics of the Environment,4,College of Letters and Science,,POL S,Political Sci
POL S 176,Energy Politics and Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 177,Comparative Environmental Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 178,Democracy and the Internet,4,College of Letters and Science,POL S 12,POL S,Political Sci
POL S 180,Bureaucracy and Public Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 185,Government and the Economy,4,College of Letters and Science,,POL S,Political Sci
POL S 186,Introduction to International Political Economy,4,College of Letters and Science,"| POL S 7, GLOBL 2",POL S,Political Sci
POL S 187,Classical Political Theory,4,College of Letters and Science,,POL S,Political Sci
POL S 188,Modern Political Theory,4,College of Letters and Science,,POL S,Political Sci
POL S 189,Recent and Contemporary Political Theory,4,College of Letters and Science,,POL S,Political Sci
POL S 192,Field Research in Political Science,8,College of Letters and Science,,POL S,Political Sci
POL S 194,Group Studies,4,College of Letters and Science,,POL S,Political Sci
POL S 195,Honors Seminar,4,College of Letters and Science,,POL S,Political Sci
POL S 196,Senior Seminar in Political Science.,4,College of Letters and Science,,POL S,Political Sci
POL S 197A,Honors Thesis Seminar in Political Science,4,College of Letters and Science,,POL S,Political Sci
POL S 197B,Honors Thesis Seminar in Political Science,4,College of Letters and Science,,POL S,Political Sci
POL S 197C,Honors Thesis Seminar in Political Science,4,College of Letters and Science,,POL S,Political Sci
POL S 197D,Senior Thesis in Political Science,4,College of Letters and Science,,POL S,Political Sci
POL S 197E,Senior Thesis in Political Science,4,College of Letters and Science,,POL S,Political Sci
POL S 199,Independent Studies in Political Science,30,College of Letters and Science,,POL S,Political Sci
POL S 199RA,Independent Research Assistance in Political Science,20,College of Letters and Science,,POL S,Political Sci
POL S 205,Political Research Methods I,4,College of Letters and Science,,POL S,Political Sci
POL S 206,Political Research Methods II,4,College of Letters and Science,,POL S,Political Sci
POL S 207,Advanced Political Research Methods,4,College of Letters and Science,,POL S,Political Sci
POL S 211,Research Seminar I,4,College of Letters and Science,,POL S,Political Sci
POL S 212,Research Seminar II,4,College of Letters and Science,,POL S,Political Sci
POL S 215,The American Governmental Process,4,College of Letters and Science,,POL S,Political Sci
POL S 225,International Relations,4,College of Letters and Science,,POL S,Political Sci
POL S 226,Seminar on International Economics for Non-Economists,4,College of Letters and Science,,POL S,Political Sci
POL S 230,Comparative Political Systems,4,College of Letters and Science,,POL S,Political Sci
POL S 231,Qualitative Methods,4,College of Letters and Science,,POL S,Political Sci
POL S 232,Politics of Economic Development,4,College of Letters and Science,,POL S,Political Sci
POL S 235,Comparative Political Institutions,4,College of Letters and Science,,POL S,Political Sci
POL S 236,Democratization in Comparative Perspective,4,College of Letters and Science,,POL S,Political Sci
POL S 237,Social Movements and Collective Action,4,College of Letters and Science,,POL S,Political Sci
POL S 240,Seminar on Classical Political Thinkers,4,College of Letters and Science,,POL S,Political Sci
POL S 241,Seminar on Modern Political Thinkers,4,College of Letters and Science,,POL S,Political Sci
POL S 242,Seminar on Contemporary Political Thinkers,4,College of Letters and Science,,POL S,Political Sci
POL S 243,Seminar in Political Concepts,4,College of Letters and Science,,POL S,Political Sci
POL S 250,Seminar in Political Socialization,4,College of Letters and Science,,POL S,Political Sci
POL S 251,Political Parties and Political Representation,4,College of Letters and Science,,POL S,Political Sci
POL S 252,Seminar in Public Opinion and Political Participation,4,College of Letters and Science,,POL S,Political Sci
POL S 253,Seminar - Interest Groups in American Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 254,Seminar in the Legislative Process,4,College of Letters and Science,,POL S,Political Sci
POL S 256,The American Presidency,4,College of Letters and Science,,POL S,Political Sci
POL S 258,Seminar in American Political Behavior,4,College of Letters and Science,,POL S,Political Sci
POL S 261,Seminar in American Institutions,4,College of Letters and Science,,POL S,Political Sci
POL S 263,"Race, Ethnicity and Gender in American Politics",4,College of Letters and Science,,POL S,Political Sci
POL S 266,Contemporary Problems in American Government,4,College of Letters and Science,,POL S,Political Sci
POL S 267,Political Communication,4,College of Letters and Science,,POL S,Political Sci
POL S 270,Theoretical Issues in International Political Economy,4,College of Letters and Science,,POL S,Political Sci
POL S 272,Seminar on International Organizations and Society,4,College of Letters and Science,,POL S,Political Sci
POL S 273,International Political Economy,4,College of Letters and Science,,POL S,Political Sci
POL S 274,Contemporary Civil War & Political Violence,4,College of Letters and Science,,POL S,Political Sci
POL S 275,"War, Diplomacy and International Security",4,College of Letters and Science,,POL S,Political Sci
POL S 277,American Foreign Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 280A,Russian Domestic Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 281,Comparative Ethnic Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 286,Seminar in Japanese Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 294,Environmental Politics and Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 295,Environmental Politics Workshop,2,College of Letters and Science,,POL S,Political Sci
POL S 296,Comparative and International Environmental Politics,4,College of Letters and Science,,POL S,Political Sci
POL S 297,The Analysis of Public Policy,4,College of Letters and Science,,POL S,Political Sci
POL S 500,Practicum for Teaching Assistants,99,College of Letters and Science,,POL S,Political Sci
POL S 501,Teaching Assistant Training,4,College of Letters and Science,,POL S,Political Sci
POL S 502,Practicum for Teaching Associates,99,College of Letters and Science,,POL S,Political Sci
POL S 503,Directed Research,99,College of Letters and Science,,POL S,Political Sci
POL S 504,Supervised Internship in Public Policy,99,College of Letters and Science,,POL S,Political Sci
POL S 594,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594AS,American Social Movements,99,College of Letters and Science,,POL S,Political Sci
POL S 594AT,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594BT,Special Topics: Black Political Thought,99,College of Letters and Science,,POL S,Political Sci
POL S 594CC,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594CI,"Citizenship, Culture, and Consent",99,College of Letters and Science,,POL S,Political Sci
POL S 594CP,Comparative Politics/International Relations/Political Economy Workshop,99,College of Letters and Science,,POL S,Political Sci
POL S 594CR,"Race, Class and Gender in American Politics",99,College of Letters and Science,,POL S,Political Sci
POL S 594DW,Directed Applied Writing,99,College of Letters and Science,,POL S,Political Sci
POL S 594EA,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594ED,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594EE,Political Economy of Energy and the Environment,99,College of Letters and Science,,POL S,Political Sci
POL S 594EL,The Political Economy of Land,99,College of Letters and Science,,POL S,Political Sci
POL S 594EM,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594ET,Special Topics: Environmental Theory,99,College of Letters and Science,,POL S,Political Sci
POL S 594GB,Great Books in IR & Comparative Politics,99,College of Letters and Science,,POL S,Political Sci
POL S 594GP,"Special Topics: National Identity, Status and Group Psychology",99,College of Letters and Science,,POL S,Political Sci
POL S 594GS,Political Economy of the Environment in the Global South,99,College of Letters and Science,,POL S,Political Sci
POL S 594GW,The Politics of Gender and War,99,College of Letters and Science,,POL S,Political Sci
POL S 594HR,Special Topics: Human Rights,99,College of Letters and Science,,POL S,Political Sci
POL S 594IC,Special Topics: Political Economy of International Cooperation,99,College of Letters and Science,,POL S,Political Sci
POL S 594ID,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594IG,Special Topics: Interest Groups in American Politics,99,College of Letters and Science,,POL S,Political Sci
POL S 594II,Special Topics: Immigration and Identity,99,College of Letters and Science,,POL S,Political Sci
POL S 594IN,The Politics of International Intervention,99,College of Letters and Science,,POL S,Political Sci
POL S 594IP,Institutions and Politics of Ignorance,99,College of Letters and Science,,POL S,Political Sci
POL S 594M,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594MD,Special Topics: The Politics of Migration and Forced Displacement,99,College of Letters and Science,,POL S,Political Sci
POL S 594MP,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594N,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594NE,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594NT,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594NW,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594PC,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594PG,Special Topics: Politics and Gender,99,College of Letters and Science,,POL S,Political Sci
POL S 594PL,Special Topics: Plato's Political Thought,99,College of Letters and Science,,POL S,Political Sci
POL S 594PS,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594PU,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594QM,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594RC,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594RM,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594RP,Race and Ethnic Politics,99,College of Letters and Science,,POL S,Political Sci
POL S 594RS,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594RW,"Partiality, Impartiality, and Politics",99,College of Letters and Science,,POL S,Political Sci
POL S 594SB,Statebuilding,99,College of Letters and Science,,POL S,Political Sci
POL S 594SC,State Capacity,99,College of Letters and Science,,POL S,Political Sci
POL S 594SD,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 594SR,Special Topics: Hegel's Philosophy,99,College of Letters and Science,,POL S,Political Sci
POL S 594VT,Special Topics: Violence & Political Theory,99,College of Letters and Science,,POL S,Political Sci
POL S 594WE,Special Topics,99,College of Letters and Science,,POL S,Political Sci
POL S 595A,Group Studies,2,College of Letters and Science,,POL S,Political Sci
POL S 595B,Group Studies,2,College of Letters and Science,,POL S,Political Sci
POL S 595C,Group Studies,2,College of Letters and Science,,POL S,Political Sci
POL S 596,Directed Reading and Research,99,College of Letters and Science,,POL S,Political Sci
POL S 597,Individual Study for Master's Comprehensive Examination and Ph.D Examinations,99,College of Letters and Science,,POL S,Political Sci
POL S 598,Master's Thesis Research and Preparation,99,College of Letters and Science,,POL S,Political Sci
POL S 599,Ph.D. Dissertation Research and Preparation,99,College of Letters and Science,,POL S,Political Sci
POL S 6,Introduction to Comparative Politics,5,College of Letters and Science,,POL S,Political Sci
POL S 7,Introduction to International Relations,5,College of Letters and Science,,POL S,Political Sci
POL S 99,Introduction to Research,4,College of Letters and Science,,POL S,Political Sci
POL SH 7,Introduction to International Relations (Hybrid),4,College of Letters and Science,,POL SH,Political Sci
POL SW 121,International Politics,4,College of Letters and Science,,POL SW,Political Sci
PORT 1,Elementary Portuguese I,4,College of Letters and Science,,PORT,Spanish & Port
PORT 102A,Advanced Grammar and Composition,4,College of Letters and Science,,PORT,Spanish & Port
PORT 102B,Advanced Grammar and Composition,4,College of Letters and Science,,PORT,Spanish & Port
PORT 105,Survey of Portuguese Literature from the Middle Ages to the Present,4,College of Letters and Science,,PORT,Spanish & Port
PORT 105E,Survey of Portuguese Literature from the Middle Ages to the Present,4,College of Letters and Science,,PORT,Spanish & Port
PORT 106,Survey of Brazilian Literature from its Beginnings to the Present,4,College of Letters and Science,,PORT,Spanish & Port
PORT 106E,Survey of Brazilian Literature from its Beginnings to the Present,4,College of Letters and Science,,PORT,Spanish & Port
PORT 107,"Lusophone Cityscapes: Cultures, Histories, and Urban Imaginaries",4,College of Letters and Science,,PORT,Spanish & Port
PORT 108,How to Read and Why: Brazilian Literature and More,4,College of Letters and Science,,PORT,Spanish & Port
PORT 108E,How to Read and Why: Brazilian Literature and More,4,College of Letters and Science,,PORT,Spanish & Port
PORT 109,Nature and Environment in Brazilian Culture and Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 109E,Nature and Environment in Brazilian Culture and Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 114,Literature of the Portuguese Expansion,4,College of Letters and Science,,PORT,Spanish & Port
PORT 115,Brazilian Literature (in English Translation),4,College of Letters and Science,,PORT,Spanish & Port
PORT 115A,Brazilian Literature in English Translation,4,College of Letters and Science,,PORT,Spanish & Port
PORT 115AA,Brazilian Literature (in English Translation),4,College of Letters and Science,,PORT,Spanish & Port
PORT 115B,Brazilian Literature (in English Translation),4,College of Letters and Science,,PORT,Spanish & Port
PORT 115BB,Brazilian Literature (in English Translation),4,College of Letters and Science,,PORT,Spanish & Port
PORT 115EE,Brazilian Literature (in English Translation),4,College of Letters and Science,,PORT,Spanish & Port
PORT 116,Portuguese Literature in Translation,4,College of Letters and Science,,PORT,Spanish & Port
PORT 125A,Artistic and Interdisciplinary Approaches to Portuguese Language Countries,4,College of Letters and Science,,PORT,Spanish & Port
PORT 125B,Culture and Civilization of Brazil,4,College of Letters and Science,,PORT,Spanish & Port
PORT 128,Luso-Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 128AA,Luso-Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 128C,Luso-Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 128D,Luso-Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 128RB,Luso-Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 129,Portuguese Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 129A,Portuguese Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 129B,Portuguese Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 129C,Portuguese Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 130,Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 130A,Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 130B,Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 130C,Brazilian Cinema,4,College of Letters and Science,,PORT,Spanish & Port
PORT 145,Portuguese for STEM Students,4,College of Letters and Science,,PORT,Spanish & Port
PORT 147,Business Portuguese,4,College of Letters and Science,,PORT,Spanish & Port
PORT 16A,Portuguese for Spanish Speakers,4,College of Letters and Science,,PORT,Spanish & Port
PORT 16B,Portuguese for Spanish Speakers II,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183,Studies in Portuguese Literatures,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183A,Postcolonial Dynamics in Lusophone Africa,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183B,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183BP,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183C,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183D,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183E,Studies in Portuguese Literatures,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183G,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183J,Studies in Portuguese Literatures,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183M,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183P,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183R,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183S,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183T,Studies in Portuguese Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183U,Studies in Portuguese Literatures,4,College of Letters and Science,,PORT,Spanish & Port
PORT 183W,Postcolonial Lusophone Africa,4,College of Letters and Science,,PORT,Spanish & Port
PORT 189,Brazilian Modernism,4,College of Letters and Science,,PORT,Spanish & Port
PORT 193,Capstone Seminar,4,College of Letters and Science,,PORT,Spanish & Port
PORT 195,Senior Honors Independent Research,4,College of Letters and Science,,PORT,Spanish & Port
PORT 199,Independent Studies in Portuguese,30,College of Letters and Science,,PORT,Spanish & Port
PORT 2,Elementary Portuguese II,4,College of Letters and Science,,PORT,Spanish & Port
PORT 205A,Survey of Portuguese Literature for Spanish Graduate Students,4,College of Letters and Science,,PORT,Spanish & Port
PORT 205B,Survey of Portuguese Literature for Spanish Graduate Students,4,College of Letters and Science,,PORT,Spanish & Port
PORT 212,Approaches and Methods for Research in Hispanic Literature and Linguistics,4,College of Letters and Science,,PORT,Spanish & Port
PORT 220,Environmental Humanities and the Lusophone World,4,College of Letters and Science,,PORT,Spanish & Port
PORT 25,Advanced Portuguese,5,College of Letters and Science,,PORT,Spanish & Port
PORT 255,Studies on Machado de Assis and the Brazilian Novel,4,College of Letters and Science,,PORT,Spanish & Port
PORT 265,Studies on Fernando Pessoa and the Avant-Garde,4,College of Letters and Science,,PORT,Spanish & Port
PORT 283,Individual Luso-Brazilian Authors and Special Topics,4,College of Letters and Science,,PORT,Spanish & Port
PORT 283A,Individual Luso-Brazilian Authors and Special Topics,4,College of Letters and Science,,PORT,Spanish & Port
PORT 283C,Individual Luso-Brazilian Authors and Special Topics,4,College of Letters and Science,,PORT,Spanish & Port
PORT 283CD,Individual Luso-Brazilian Authors and Special Topics,4,College of Letters and Science,,PORT,Spanish & Port
PORT 283S,Individual Luso-Brazilian Authors and Special Topics,4,College of Letters and Science,,PORT,Spanish & Port
PORT 290,Foreign Language Teaching Methodology,4,College of Letters and Science,,PORT,Spanish & Port
PORT 293,Capstone Seminar,4,College of Letters and Science,,PORT,Spanish & Port
PORT 295A,Research Seminar in Portuguese and Brazilian Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 295B,Research Seminar in Portuguese and Brazilian Literature,4,College of Letters and Science,,PORT,Spanish & Port
PORT 3,Elementary Portuguese III,4,College of Letters and Science,,PORT,Spanish & Port
PORT 30,"Brazil: Literature, Visual Arts, Music, and Nation",5,College of Letters and Science,,PORT,Spanish & Port
PORT 31,Literatures of the Portuguese Speaking World,4,College of Letters and Science,,PORT,Spanish & Port
PORT 32,"Ocean Cultures: People, Routes, and Environments in the Portuguese-Speaking World",5,College of Letters and Science,,PORT,Spanish & Port
PORT 4,Intermediate Portuguese,4,College of Letters and Science,,PORT,Spanish & Port
PORT 5,Intermediate Portuguese,4,College of Letters and Science,,PORT,Spanish & Port
PORT 591,Teaching Assistant Practicum,4,College of Letters and Science,,PORT,Spanish & Port
PORT 592,Teaching Associate Practicum,4,College of Letters and Science,,PORT,Spanish & Port
PORT 593,Research Assistant Practicum,99,College of Letters and Science,,PORT,Spanish & Port
PORT 594,Special Topics,99,College of Letters and Science,,PORT,Spanish & Port
PORT 596,Directed Reading and Research,99,College of Letters and Science,,PORT,Spanish & Port
PORT 597,Individual Study for Master's Comprehensive or Ph.D. Examinations,99,College of Letters and Science,,PORT,Spanish & Port
PORT 597AA,Individual Study for Master's Comprehensive or Ph.D. Examinations,99,College of Letters and Science,,PORT,Spanish & Port
PORT 599,Ph.D. Dissertation Research and Preparation,12,College of Letters and Science,,PORT,Spanish & Port
PORT 599AA,Ph.D. Dissertation Research and Preparation,99,College of Letters and Science,,PORT,Spanish & Port
PORT 6,Intermediate Portuguese,4,College of Letters and Science,,PORT,Spanish & Port
PORT 8A,Portuguese Conversation,2,College of Letters and Science,,PORT,Spanish & Port
PORT 8B,Portuguese Conversation,2,College of Letters and Science,,PORT,Spanish & Port
PORT W1,Online Elementary Portuguese I,4,College of Letters and Science,,PORT W,Spanish & Port
PORT W2,Online Elementary Portuguese II,4,College of Letters and Science,,PORT W,Spanish & Port
PORT W3,Online Elementary Portuguese III,4,College of Letters and Science,,PORT W,Spanish & Port
PSTAT 10,Principles of Data Science with R,5,College of Letters and Science,"| MATH 2B, MATH 3B",PSTAT,Stats Appl Prob
PSTAT 100,Data Science Concepts and Analysis,4,College of Letters and Science,"PSTAT 120A, MATH 4A | CMPSC 9, CMPSC 16",PSTAT,Stats Appl Prob
PSTAT 105,Introduction to Nonparametric Methods,4,College of Letters and Science,"PSTAT 10, PSTAT 120B",PSTAT,Stats Appl Prob
PSTAT 109,Statistics for Economics,5,College of Letters and Science,"| MATH 34A, MATH 34B, MATH 2A, MATH 2B, MATH 3A, MATH 3B; MATH 34B, MATH 2B, MATH 3B",PSTAT,Stats Appl Prob
PSTAT 115,Introduction to Bayesian Data Analysis,4,College of Letters and Science,PSTAT 126,PSTAT,Stats Appl Prob
PSTAT 120A,Probability and Statistics,4,College of Letters and Science,"| MATH 3C, MATH 4A, MATH 4AI, MATH 6A, MATH 6AI",PSTAT,Stats Appl Prob
PSTAT 120B,Probability and Statistics,4,College of Letters and Science,PSTAT 120A,PSTAT,Stats Appl Prob
PSTAT 120C,Probability and Statistics,4,College of Letters and Science,| PSTAT 120B,PSTAT,Stats Appl Prob
PSTAT 122,Design and Analysis of Experiments,4,College of Letters and Science,"PSTAT 10, PSTAT 120B",PSTAT,Stats Appl Prob
PSTAT 123,Sampling Techniques,4,College of Letters and Science,"PSTAT 10, PSTAT 120B",PSTAT,Stats Appl Prob
PSTAT 126,Regression Analysis,4,College of Letters and Science,"PSTAT 10, PSTAT 120B",PSTAT,Stats Appl Prob
PSTAT 127,Advanced Statistical Models,4,College of Letters and Science,PSTAT 126,PSTAT,Stats Appl Prob
PSTAT 130,SAS Base Programming,4,College of Letters and Science,,PSTAT,Stats Appl Prob
PSTAT 131,Introduction to Statistical Machine Learning,4,College of Letters and Science,"PSTAT 120A, PSTAT 120B, PSTAT 126",PSTAT,Stats Appl Prob
PSTAT 132,Database Management for Data Analysis,4,College of Letters and Science,PSTAT 10,PSTAT,Stats Appl Prob
PSTAT 134,Statistical Data Science,4,College of Letters and Science,"| PSTAT 131, PSTAT 231, CMPSC 165B; CMPSC 9",PSTAT,Stats Appl Prob
PSTAT 135,Big Data Analytics,4,College of Letters and Science,"| PSTAT 131, PSTAT 231, CMPSC 165B; CMPSC 9, CMPSC 16",PSTAT,Stats Appl Prob
PSTAT 140,Statistical Process Control,4,College of Letters and Science,"PSTAT 10, PSTAT 120B",PSTAT,Stats Appl Prob
PSTAT 160A,Applied Stochastic Processes,4,College of Letters and Science,"PSTAT 120A | MATH 4A, MATH 4AI, MATH 5A; MATH 8, PSTAT 8",PSTAT,Stats Appl Prob
PSTAT 160B,Applied Stochastic Processes,4,College of Letters and Science,"PSTAT 120B, PSTAT 160A",PSTAT,Stats Appl Prob
PSTAT 170,Introduction to Mathematical Finance,4,College of Letters and Science,"PSTAT 120A, PSTAT 120B, PSTAT 160A",PSTAT,Stats Appl Prob
PSTAT 171,Mathematics of Fixed Income Markets,4,College of Letters and Science,"| MATH 2B, MATH 3B",PSTAT,Stats Appl Prob
PSTAT 172A,Actuarial Statistics I,4,College of Letters and Science,"PSTAT 120A, PSTAT 171",PSTAT,Stats Appl Prob
PSTAT 172B,Actuarial Statistics II,4,College of Letters and Science,PSTAT 172A,PSTAT,Stats Appl Prob
PSTAT 173,Risk Theory,4,College of Letters and Science,PSTAT 120B,PSTAT,Stats Appl Prob
PSTAT 174,Time Series,4,College of Letters and Science,"PSTAT 10, PSTAT 120B",PSTAT,Stats Appl Prob
PSTAT 175,Survival Analysis,4,College of Letters and Science,"PSTAT 10, PSTAT 120B",PSTAT,Stats Appl Prob
PSTAT 176,Advanced Mathematical Finance,4,College of Letters and Science,"PSTAT 160A, PSTAT 160B, PSTAT 170 | PSTAT 170",PSTAT,Stats Appl Prob
PSTAT 177,Financial Market Risk and Modeling,4,College of Letters and Science,PSTAT 126 | PSTAT 171,PSTAT,Stats Appl Prob
PSTAT 182T,Tutorial in Actuarial Statistics,2,College of Letters and Science,PSTAT 120A,PSTAT,Stats Appl Prob
PSTAT 183,Fundamental Actuarial Concepts,4,College of Letters and Science,PSTAT 171,PSTAT,Stats Appl Prob
PSTAT 188,Transfer Exploration Seminar: Statistics and Data Science,2,College of Letters and Science,,PSTAT,Stats Appl Prob
PSTAT 190,Teaching and Mentoring Statistics and Data Science,4,College of Letters and Science,,PSTAT,Stats Appl Prob
