id,name,credits,college,prereqs,subject,department
CHIN 122A,Third-Year Chinese I,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 122B,Third-Year Chinese II,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 122C,Third-Year Chinese III,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 124A,Readings in Modern Chinese Literature,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 126A,Readings in Taiwan Literature,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 126B,Readings in Taiwan Literature,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 127A,Advanced Chinese in Practice I,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 127B,Advanced Chinese in Practice II,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 127C,Advanced Chinese in Practice III,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 134CA,Chinese Painting I,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 134D,Art and Modern China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 134K,Chinese Calligraphy- History and Aesthetics,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 138A,Special Topics in Taiwan Studies - Humanities,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 138B,Special Topics in Taiwan Studies - Social Science,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 139,"China in Translation: Theory, Art, History",4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 140,Tang Literary History,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 143,Urban Legends: Traditional Chinese Stories and Their Afterlives,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 144,Women Writers of Late Imperial China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 146,Poetic Culture in late Imperial China and Beyond,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 147,Storytelling and Chinese Culture,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 152,History of Sexuality in China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 167,"Queer China, Crip China",4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 170,Taiwan Cinema,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 172,Fiction and Film in Contemporary China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 176,Chinese Cinema: Nationalism and Globalism,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 180,Special Topics in Chinese Studies,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 180CM,Chinese Media: Chinese Conversation on Film and TV,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 183B,Religious Practice and the State in China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 184T,History of Traditional Chinese Thought,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 185A,Qing Empire,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 185B,Modern China (since 1911),4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 185CQ,Reading Seminar on the Chinese Cultural Revolution (1966-1976),4,College of Letters and Science,"| EACS 4A, EACS 4B, CHIN 184A, CHIN 184B, CHIN 185A, CHIN 185B",CHIN,E As Lng & Clt
CHIN 185R,Undergrad Research Seminar on Modern China,4,College of Letters and Science,"| CHIN 185A, CHIN 185B, HIST 185CQ, CHIN 185CQ",CHIN,E As Lng & Clt
CHIN 185T,History of Modern Chinese Thought,4,College of Letters and Science,"| HIST 2A, HIST 2B, HIST 2C, HIST 80, CHIN 184A, CHIN 184B, CHIN 185A, CHIN 185B, EACS 4A, EACS 4B",CHIN,E As Lng & Clt
CHIN 188A,History of Women in China: From the Ancient Period to the Nineteenth Century,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 197,Senior Honors Project,12,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 198,Readings in Chinese,12,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 199,Independent Studies in Chinese,12,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 1NH,First Year Chinese Heritage,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 2,Elementary Modern Chinese,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 201,Readings in Selected Texts,99,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 211,Bibliography and Research Methodology,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 220,Topics in Tang Literature,4,College of Letters and Science,| CHIN 101B,CHIN,E As Lng & Clt
CHIN 245,Gender and Expression in Pre-Modern Chinese Literature,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 246,Poetic Culture in Late Imperial China and Beyond,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 247,New Directions in Chinese Literary and Cultural Studies,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 260,Readings in Taoism,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 263,World Literature and Modern China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 264,China in the World,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 266F,Readings in Chinese Buddhism,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 267,"Queer China, Crip China",4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 275,Chinese Masters,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 285,Graduate Research Seminar on Modern China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 292,Special Topics,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 292CW,China in the World,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 292ES,Development of East Asian Countries,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 292QC,"Queer China, Crip China",4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 292TR,US-China Trade Relations,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 2NH,First Year Chinese Heritage,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 3,Elementary Modern Chinese,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 32,Contemporary Chinese Religions,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 3NH,First Year Chinese Heritage,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 4,Intermediate Modern Chinese,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 40,Popular Culture in Modern Chinese Societies,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 41,Introduction to Chinese Medicine,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 42,Global Yoga,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 48,Nature and Ethics in Chinese Philosophy,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 4NH,Second Year Chinese Heritage,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 5,Intermediate Modern Chinese,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 501,Apprentice Teaching,99,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 596,Directed Reading and Research,18,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 597,Preparation for Comprehensive Examinations,99,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 598,Master's Thesis Research and Preparation,99,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 599,Ph.D. Dissertation Preparation,99,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 5NH,Second Year Chinese Heritage,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 6,Intermediate Modern Chinese,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 80,Masterpieces in Chinese Literature,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 82,Modern Chinese Literature,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 90,Topics on China,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 99,Independent Study in Chinese,5,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN 99RA,Independent Research Assistance in Chinese,4,College of Letters and Science,,CHIN,E As Lng & Clt
CHIN W80,Masterpieces in Chinese Literature,5,College of Letters and Science,,CHIN W,E As Lng & Clt
CLASS 101,Greek Intellectual Revolutions,4,College of Letters and Science,,CLASS,Classics
CLASS 102,Understanding Greek Tragedy,4,College of Letters and Science,,CLASS,Classics
CLASS 106,Ancient Magic and Modern Revivals,4,College of Letters and Science,,CLASS,Classics
CLASS 109,Race and Ethnicity in the Graeco-Roman World,4,College of Letters and Science,,CLASS,Classics
CLASS 110,"From Homer To Harlequin: Masculine, Feminine And The Romance",4,College of Letters and Science,,CLASS,Classics
CLASS 114,Topics in Classical Archaeology,4,College of Letters and Science,,CLASS,Classics
CLASS 130,Humor and Laughter in the Classical World,4,College of Letters and Science,,CLASS,Classics
CLASS 136,"Epic Heroes, Classic Texts",4,College of Letters and Science,,CLASS,Classics
CLASS 140,Slavery and Freedom in the Ancient World,4,College of Letters and Science,,CLASS,Classics
CLASS 145,Ciceros Toughest Trials,4,College of Letters and Science,,CLASS,Classics
CLASS 150,"The Fall of the Ancient Republic: Cicero, Caesar, and Rome",4,College of Letters and Science,,CLASS,Classics
CLASS 151,Emperors and Gladiators: The Roman Empire to Marcus Aurelius,4,College of Letters and Science,,CLASS,Classics
CLASS 152,Citizenship: Ancient Origins and Modern Practice,4,College of Letters and Science,,CLASS,Classics
CLASS 155,Greek Religion and Identity,4,College of Letters and Science,,CLASS,Classics
CLASS 165,Greek Painting,4,College of Letters and Science,,CLASS,Classics
CLASS 170,Pompeii,4,College of Letters and Science,,CLASS,Classics
CLASS 171,Artifact and Text: The Archaeology and Literature of Early Greece,4,College of Letters and Science,,CLASS,Classics
CLASS 175,Ancient Theories of Literature,4,College of Letters and Science,,CLASS,Classics
CLASS 178,Environmental Interactions in the Ancient Mediterranean World,4,College of Letters and Science,,CLASS,Classics
CLASS 180A,Advanced Study in Classical Civilization,4,College of Letters and Science,,CLASS,Classics
CLASS 180B,Interfaces in Classical Civilization,4,College of Letters and Science,,CLASS,Classics
CLASS 185,Undergraduate Seminar,4,College of Letters and Science,,CLASS,Classics
CLASS 187,Special Topics in the Humanities,4,College of Letters and Science,,CLASS,Classics
CLASS 190,Literary Text Mining,4,College of Letters and Science,,CLASS,Classics
CLASS 192,Computational Linguistics Lab,8,College of Letters and Science,,CLASS,Classics
CLASS 195A,Senior Honors Thesis in Classics,4,College of Letters and Science,,CLASS,Classics
CLASS 195B,Senior Honors Thesis in Classics,4,College of Letters and Science,,CLASS,Classics
CLASS 196,Internship in Classical Studies,4,College of Letters and Science,,CLASS,Classics
CLASS 198,Special Readings.,6,College of Letters and Science,,CLASS,Classics
CLASS 199,Independent Studies In Greek And Latin.,30,College of Letters and Science,,CLASS,Classics
CLASS 199RA,Independent Research Assistant.,30,College of Letters and Science,,CLASS,Classics
CLASS 201,Proseminar,2,College of Letters and Science,,CLASS,Classics
CLASS 20A,The Ancient Greeks,4,College of Letters and Science,,CLASS,Classics
CLASS 20AH,The Ancient Greeks - Honors,1,College of Letters and Science,,CLASS,Classics
CLASS 20B,The Romans,4,College of Letters and Science,,CLASS,Classics
CLASS 211,History of Greek and Latin Literature,2,College of Letters and Science,,CLASS,Classics
CLASS 212,History of Greek and Latin Literature,2,College of Letters and Science,,CLASS,Classics
CLASS 213,History of Greek and Latin Literature,2,College of Letters and Science,,CLASS,Classics
CLASS 214,Topics in Classical Archaeology,4,College of Letters and Science,,CLASS,Classics
CLASS 231,Seminar in Literary Studies,4,College of Letters and Science,,CLASS,Classics
CLASS 232,Seminar in Cultural Studies,4,College of Letters and Science,,CLASS,Classics
CLASS 233,Seminar in Ancient History,4,College of Letters and Science,,CLASS,Classics
CLASS 234,Seminar in Archaeology,4,College of Letters and Science,,CLASS,Classics
CLASS 235,Seminar: Specialized Topics in Classical Studies,4,College of Letters and Science,,CLASS,Classics
CLASS 292,Computational Linguistics Lab,8,College of Letters and Science,,CLASS,Classics
CLASS 36,The World of Heroes,4,College of Letters and Science,,CLASS,Classics
CLASS 36H,World of Heroes - Honors,1,College of Letters and Science,,CLASS,Classics
CLASS 39,Gender and Sexuality in Greece and Rome,5,College of Letters and Science,,CLASS,Classics
CLASS 39H,Gender and Sexuality in Greece and Rome-Honors,1,College of Letters and Science,,CLASS,Classics
CLASS 40,Greek Mythology,5,College of Letters and Science,,CLASS,Classics
CLASS 40H,Greek Mythology--Honors,1,College of Letters and Science,,CLASS,Classics
CLASS 50,Introduction to Classical Archaeology,4,College of Letters and Science,,CLASS,Classics
CLASS 500,Teaching Assistant Practicum,2,College of Letters and Science,,CLASS,Classics
CLASS 501,Language Teaching Practicum,2,College of Letters and Science,,CLASS,Classics
CLASS 55,Troy,4,College of Letters and Science,,CLASS,Classics
CLASS 596,Directed Reading and Research,99,College of Letters and Science,,CLASS,Classics
CLASS 597,Preparation for Comprehensive Exams,99,College of Letters and Science,,CLASS,Classics
CLASS 598,Master's Thesis Research and Preparation,99,College of Letters and Science,,CLASS,Classics
CLASS 599,PH D DISS PREP,99,College of Letters and Science,,CLASS,Classics
CLASS 60,Science and Medicine in Ancient Greece,4,College of Letters and Science,,CLASS,Classics
CLASS 70,Food and Wine in the Ancient World,4,College of Letters and Science,,CLASS,Classics
CLASS 99,Introduction To Research,6,College of Letters and Science,,CLASS,Classics
CMPSC 1,Seminar on the Field of Computer Science,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 100,Introduction to Teaching Methods in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 11,Programming Language Laboratory,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 110,Introduction to Research in Computer Science,4,College of Engineering,"CMPSC 40, CMPSC 32",CMPSC,Computer Sci
CMPSC 111,Introduction to Computational Science,4,College of Engineering,"MATH 4B, MATH 6A, CMPSC 24",CMPSC,Computer Sci
CMPSC 11AD,Programming Language Laboratory: ADA,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11AP,Programming Language Laboratory: APL,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11C,Programming Language Laboratory,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11CO,Programming Language Laboratory: COBOL,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11FO,Programming Language Laboratory: Fortran,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11JA,Programming Language Laboratory,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11LI,Programming Language Laboratory: LISP,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11PA,Programming Language Laboratory: Pascal,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11PL,Programming Language Laboratory: PL/1,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 11SN,Programming Language Laboratory: SNOBOL,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 130A,Data Structures and Algorithms,4,College of Engineering,"| CMPSC 40, MATH 8; CMPSC 24, CMPSC 9; PSTAT 120A, ECE 139",CMPSC,Computer Sci
CMPSC 130B,Data Structures and Algorithms II,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 132,Algorithms Engineering,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 134,Randomized Algorithms,4,College of Engineering,CMPSC 130B,CMPSC,Computer Sci
CMPSC 138,Automata and Formal Languages,4,College of Engineering,CMPSC 40,CMPSC,Computer Sci
CMPSC 140,Parallel Scientific Computing,4,College of Engineering,"MATH 4B, MATH 6A, CMPSC 130A",CMPSC,Computer Sci
CMPSC 148,Computer Science Project,4,College of Engineering,CMPSC 32,CMPSC,Computer Sci
CMPSC 153A,Hardware/Software Interface,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 154,Computer Architecture,4,College of Engineering,"CMPSC 32, CMPSC 64",CMPSC,Computer Sci
CMPSC 156,Advanced Applications Programming,4,College of Engineering,"CMPSC 24, CMPSC 32",CMPSC,Computer Sci
CMPSC 16,Problem Solving with Computers I,4,College of Engineering,"| MATH 3A, MATH 2A; CMPSC 8, ENGR 3, ECE 3",CMPSC,Computer Sci
CMPSC 160,Translation of Programming Languages,4,College of Engineering,"CMPSC 130A, CMPSC 138 | CMPSC 64, ECE 154, ECE 154A",CMPSC,Computer Sci
CMPSC 162,Programming Languages,4,College of Engineering,"CMPSC 130A, CMPSC 138",CMPSC,Computer Sci
CMPSC 165A,Artificial Intelligence,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 165B,Machine Learning,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 170,Operating Systems,4,College of Engineering,"CMPSC 130A | CMPSC 154, ECE 154A",CMPSC,Computer Sci
CMPSC 171,Distributed Systems,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 172,Software Engineering,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 174A,Fundamentals of Database Systems,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 174B,Design and Implementation Techniques of Database Systems,4,College of Engineering,CMPSC 130B,CMPSC,Computer Sci
CMPSC 174N,Introduction to Databases,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 176A,Introduction to Computer Communication Networks,4,College of Engineering,"CMPSC 32 | PSTAT 120A, ECE 139",CMPSC,Computer Sci
CMPSC 176B,Network Computing,4,College of Engineering,CMPSC 176A,CMPSC,Computer Sci
CMPSC 176C,Advanced Topics in Internet Computing,4,College of Engineering,CMPSC 176A,CMPSC,Computer Sci
CMPSC 177,Computer Security,4,College of Engineering,CMPSC 170,CMPSC,Computer Sci
CMPSC 178,Introduction to Cryptography,4,College of Engineering,"CMPSC 24, CMPSC 40 | PSTAT 120A, PSTAT 121A, ECE 139",CMPSC,Computer Sci
CMPSC 180,Computer Graphics,4,College of Engineering,CMPSC 130A,CMPSC,Computer Sci
CMPSC 181,Introduction to Computer Vision,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 182,Multimedia Computing,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 184,Mobile Application Development,4,College of Engineering,"CMPSC 130A | CMPSC 56, CMPSC 156",CMPSC,Computer Sci
CMPSC 185,Human-Computer Interaction,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 186,Internet of Things (IoT) Systems,4,College of Engineering,"| CMPSC 32, CMPSC 130A",CMPSC,Computer Sci
CMPSC 188,Introduction to Natural Language Processing,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 189A,Senior Computer Systems Project,4,College of Engineering,"| CMPSC 48, CMPSC 56, CMPSC 148, CMPSC 156, CMPSC 172",CMPSC,Computer Sci
CMPSC 189B,Senior Computer Systems Project,4,College of Engineering,CMPSC 189A,CMPSC,Computer Sci
CMPSC 190,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190A,Special Topics in Computer Science: Foundations,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190B,Special Topics in Computer Science: Software Systems,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190C,Special Topics in Computer Science: Programming Languages and Software Engineering,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190D,Special Topics in Computer Science: Information Management,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190DA,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190DB,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190DC,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190DD,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190DE,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190DF,Special Topics in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190E,Special Topics in Computer Science: Architectures,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190F,Special Topics in Computer Science: Networking,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190G,Special Topics in Computer Science: Security,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190H,Special Topics in Computer Science: Scientific Computing,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190I,Special Topics in Computer Science: Intelligent and Interactive Systems,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190J,Special Topics in Computer Science: General,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190K,Special Topics in Computer Science: Computer Systems Modeling and Analysis,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 190N,Special Topics in Computer Science: General,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 192,Projects in Computer Science,10,College of Engineering,,CMPSC,Computer Sci
CMPSC 193,Internship in Industry,12,College of Engineering,,CMPSC,Computer Sci
CMPSC 196,Undergraduate Research,12,College of Engineering,,CMPSC,Computer Sci
CMPSC 196B,Undergraduate Research,12,College of Engineering,"CMPSC 196, CMPSC 2",CMPSC,Computer Sci
CMPSC 199,Independent Studies in Computer Science,30,College of Engineering,,CMPSC,Computer Sci
CMPSC 2,Computational Thinking for Scientists,4,College of Engineering,MATH 4A,CMPSC,Computer Sci
CMPSC 209,Logic and Applications in Computer Science,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 211A,Matrix Analysis and Computation,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 211B,Numerical Simulation,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 211C,Numerical Solution of Partial Differential Equations--Finite Difference Methods,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 211D,Numerical Solution of Partial Differential Equations--Finite Element Methods,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 216,Level Set Methods,4,College of Engineering,"| CMPSC 211C, CH E 211C, ECE 210C, ME 210C",CMPSC,Computer Sci
CMPSC 219,Sparse Matrix Algorithms,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 220,Theory of Computation and Complexity,4,College of Engineering,CMPSC 186,CMPSC,Computer Sci
CMPSC 225,Information Theory,4,College of Engineering,"| ECE 139, PSTAT 120A, PSTAT 120B",CMPSC,Computer Sci
CMPSC 230,"Approximations, NP-Completeness and Algorithms",4,College of Engineering,"CMPSC 130A, CMPSC 130B",CMPSC,Computer Sci
CMPSC 231,Topics in Combinatorial Algorithms,4,College of Engineering,CMPSC 130B,CMPSC,Computer Sci
CMPSC 235,Computational Geometry,4,College of Engineering,"CMPSC 130A, CMPSC 130B",CMPSC,Computer Sci
CMPSC 24,Problem Solving with Computers II,4,College of Engineering,"CMPSC 16 | MATH 3B, MATH 2B",CMPSC,Computer Sci
CMPSC 240A,Applied Parallel Computing,4,College of Engineering,"CMPSC 154, CMPSC 160",CMPSC,Computer Sci
CMPSC 24A,Problem Solving with Computers II,4,College of Engineering,"CMPSC 16 | MATH 3B, MATH 2B",CMPSC,Computer Sci
CMPSC 254,Advanced Computer Architecture,4,College of Engineering,"| CMPSC 154, ECE 154",CMPSC,Computer Sci
CMPSC 260,Advanced Topics in Program Analysis,4,College of Engineering,"CMPSC 160, CMPSC 162",CMPSC,Computer Sci
CMPSC 263,Runtime Systems,4,College of Engineering,"CMPSC 154, CMPSC 160, CMPSC 162",CMPSC,Computer Sci
CMPSC 266,Formal Specification and Verification,4,College of Engineering,"CMPSC 130A, CMPSC 130B, CMPSC 186",CMPSC,Computer Sci
CMPSC 267,Automated Verification,4,College of Engineering,"CMPSC 130A, CMPSC 130B, CMPSC 138",CMPSC,Computer Sci
CMPSC 270,Operating Systems,4,College of Engineering,CMPSC 170,CMPSC,Computer Sci
CMPSC 271,Advanced Topics in Distributed Systems,4,College of Engineering,CMPSC 170,CMPSC,Computer Sci
CMPSC 272,Software Engineering,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 273,Data and Knowledge Bases,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 274,Advanced Topics in Database Systems,4,College of Engineering,CMPSC 170,CMPSC,Computer Sci
CMPSC 276,Advanced Topics in Networking,4,College of Engineering,"| CMPSC 176A, CMPSC 176B",CMPSC,Computer Sci
CMPSC 279,Advanced Topics in Security,4,College of Engineering,CMPSC 177,CMPSC,Computer Sci
CMPSC 280,Computer Graphics,4,College of Engineering,CMPSC 180,CMPSC,Computer Sci
CMPSC 281,Advanced Topics in Computer Vision,4,College of Engineering,| CMPSC 181,CMPSC,Computer Sci
CMPSC 281B,Advanced Topics in Computer Vision,4,College of Engineering,| CMPSC 181,CMPSC,Computer Sci
CMPSC 284,Mobile Computing,4,College of Engineering,"| CMPSC 176A, CMPSC 176B",CMPSC,Computer Sci
CMPSC 285,Advanced Image Synthesis,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 291,"Special Topics in Computer Science, Applications",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 291A,"Special Topics in Computer Science, Applications, General",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 291D,"Special Topics in Computer Science, Applications, Database and Information Systems",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 291G,"Special Topics in Computer Science, Applications, Security and Cryptography",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 291H,"Special Topics in Computer Science, Applications, Computational Science and Engineering",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 291I,"Special Topics in Computer Science, Applications, Visual Computing and Interaction",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 291K,"Special Topics in Computer Science, Applications",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 292,"Special Topics in Computer Science, Foundations",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 292A,"Special Topics in Computer Science, Foundations, Algorithms",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 292C,"Special Topics in Computer Science, Foundations, Programming Languages and Software Engineering",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 292F,"Special Topics in Computer Science, Foundations, General",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 292G,"Special Topics in Computer Science, Foundations",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 292H,"Special Topics in Computer Science, Foundations, Computational Science and Engineering",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293,"Special Topics in Computer Science, Systems",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293A,"Special Topics in Computer Science, Systems",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293B,"Special Topics in Computer Science, Systems",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293C,"Special Topics in Computer Science, Systems, Programming Languages and Software Engineering",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293D,"Special Topics in Computer Science, Systems, Database and Information Systems",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293E,"Special Topics in Computer Science, Systems, Computer Architecture and Embedded Systems",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293G,"Special Topics in Computer Science, Systems, Security and Cryptography",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293K,"Special Topics in Computer Science, Systems, Machine Learning and Data Mining",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293N,"Special Topics in Computer Science, Systems",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 293S,"Special Topics in Computer Science, Systems, General",4,College of Engineering,,CMPSC,Computer Sci
CMPSC 32,Object Oriented Design and Implementation,4,College of Engineering,CMPSC 24,CMPSC,Computer Sci
CMPSC 4,Computer Science Boot Camp,4,College of Engineering,,CMPSC,Computer Sci
CMPSC 40,Foundations of Computer Science,5,College of Engineering,"CMPSC 16, MATH 4A",CMPSC,Computer Sci
CMPSC 501,Techniques of Computer Science Teaching,1,College of Engineering,,CMPSC,Computer Sci
CMPSC 502,Teaching of Computer Science,99,College of Engineering,CMPSC 501,CMPSC,Computer Sci
CMPSC 592,"Group Studies: Controls, Dynamical Systems, and Computation",1,College of Engineering,,CMPSC,Computer Sci
